rundate,reporting_period,foreign_region,foreign_country,UK_airport,foreign_airport,this_month_total_pax,this_month_schedueld_pax,this_month_charter_pax,last_month_total_pax,last_month_scheduled_pax,last_month_charter_pax,percent_change,Month,Year
25/07/2013 11:13,201301,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,1819,0,1819,1671,0,1671,8.856971873,January,2013
25/07/2013 11:13,201301,CARIBBEAN AREA,BARBADOS,GLASGOW,BRIDGETOWN,991,0,991,1281,0,1281,-22.63856362,January,2013
25/07/2013 11:13,201301,CANADA,CANADA,GLASGOW,TORONTO,2682,2682,0,2284,2284,0,17.42556918,January,2013
25/07/2013 11:13,201301,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),232,232,0,2051,2051,0,-88.68844466,January,2013
25/07/2013 11:13,201301,CENTRAL AMERICA,CUBA,GLASGOW,CUNAGUA (CAYO COCO),0,0,0,178,0,178,0,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,273,0,273,1423,0,1423,-80.8151792,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,449,449,0,648,648,0,-30.70987654,January,2013
25/07/2013 11:13,201301,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),4140,0,4140,6832,0,6832,-39.4028103,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,FRANCE,GLASGOW,CHAMBERY,1839,0,1839,1569,0,1569,17.208413,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),8621,8621,0,8762,8762,0,-1.609221639,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD),5275,5275,0,5317,5317,0,-0.789919127,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,GERMANY,GLASGOW,FRANKFURT MAIN,0,0,0,384,384,0,0,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,2341,2341,0,2019,2019,0,15.94848935,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,1485,1485,0,1346,1346,0,10.3268945,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,478,478,0,397,397,0,20.40302267,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,9461,9461,0,9350,9176,174,1.187165775,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,ITALY,GLASGOW,TURIN,1826,0,1826,1997,0,1997,-8.562844266,January,2013
25/07/2013 11:13,201301,CENTRAL AMERICA,MEXICO,GLASGOW,CANCUN,0,0,0,386,0,386,0,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,23597,23597,0,26256,26256,0,-10.12720902,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,148,148,0,298,298,0,-50.33557047,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,2960,2960,0,2647,2647,0,11.82470722,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1644,0,1644,2128,0,2128,-22.7443609,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,7236,4981,2255,8555,5940,2615,-15.41788428,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN,GLASGOW,MADRID,0,0,0,528,528,0,0,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,5780,5780,0,5627,5627,0,2.719033233,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,2094,2094,0,0,0,0,0,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,8978,2065,6913,8361,0,8361,7.37950006,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,6943,0,6943,3997,0,3997,73.70527896,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,3950,0,3950,5428,0,5428,-27.22918202,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),18912,4013,14899,21913,3914,17999,-13.69506686,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-OTHER,SWITZERLAND,GLASGOW,GENEVA,2746,2746,0,6088,4646,1442,-54.89487516,January,2013
25/07/2013 11:13,201301,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA,281,0,281,510,0,510,-44.90196078,January,2013
25/07/2013 11:13,201301,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,367,0,367,1993,0,1993,-81.58554942,January,2013
25/07/2013 11:13,201301,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,32820,32572,248,24167,24167,0,35.80502338,January,2013
25/07/2013 11:13,201301,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),6415,6415,0,5817,5817,0,10.28021317,January,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,1643,0,1643,1668,0,1668,-1.498800959,February,2013
25/07/2013 11:24,201302,CARIBBEAN AREA,BARBADOS,GLASGOW,BRIDGETOWN,986,0,986,1839,0,1839,-46.3839043,February,2013
25/07/2013 11:24,201302,CANADA,CANADA,GLASGOW,TORONTO,1884,1884,0,1800,1800,0,4.666666667,February,2013
25/07/2013 11:24,201302,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),0,0,0,1509,1509,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,0,0,0,1963,0,1963,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,586,586,0,1026,1026,0,-42.88499025,February,2013
25/07/2013 11:24,201302,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),3427,0,3427,4915,0,4915,-30.27466938,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,FRANCE,GLASGOW,CHAMBERY,1192,0,1192,1626,0,1626,-26.69126691,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),9399,9399,0,9450,9450,0,-0.53968254,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD),5464,5464,0,4938,4938,0,10.65208586,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,GERMANY,GLASGOW,FRANKFURT MAIN,0,0,0,452,452,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,2970,2970,0,2448,2448,0,21.32352941,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,1738,1738,0,1567,1567,0,10.91257179,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,568,568,0,355,355,0,60,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,10158,10158,0,9268,9181,87,9.60293483,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,ITALY,GLASGOW,MILAN (MALPENSA),528,0,528,0,0,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,ITALY,GLASGOW,TRIESTE (RONCHI DEI LEGIONARI),0,0,0,239,0,239,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,ITALY,GLASGOW,TURIN,1459,0,1459,1722,0,1722,-15.27293844,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,24427,24427,0,25667,25667,0,-4.83110609,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,162,162,0,315,297,18,-48.57142857,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,2539,2539,0,2969,2969,0,-14.48299091,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1642,0,1642,1647,0,1647,-0.303582271,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,6781,4837,1944,7997,5406,2591,-15.20570214,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN,GLASGOW,BARCELONA,0,0,0,60,0,60,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN,GLASGOW,MADRID,0,0,0,572,572,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,6455,6455,0,6181,6181,0,4.432939654,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,2190,2190,0,0,0,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,7949,2953,4996,5294,0,5294,50.15111447,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,4939,0,4939,5598,0,5598,-11.77206145,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,3392,0,3392,2966,0,2966,14.36277815,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,SANTA CRUZ DE LA PALMA,184,0,184,0,0,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),14595,4703,9892,16178,3305,12873,-9.784893065,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-EU,SWEDEN,GLASGOW,GOTEBORG,114,0,114,0,0,0,0,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-OTHER,SWITZERLAND,GLASGOW,GENEVA,3278,3278,0,6438,5113,1325,-49.08356632,February,2013
25/07/2013 11:24,201302,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA,683,0,683,520,0,520,31.34615385,February,2013
25/07/2013 11:24,201302,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,289,0,289,2585,0,2585,-88.82011605,February,2013
25/07/2013 11:24,201302,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,27217,27217,0,21928,21928,0,24.11984677,February,2013
25/07/2013 11:24,201302,UNITED STATES OF AMERICA,USA,GLASGOW,LAS VEGAS,102,0,102,0,0,0,0,February,2013
25/07/2013 11:24,201302,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),5818,5818,0,5438,5438,0,6.987863185,February,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,658,0,658,654,0,654,0.611620795,March,2013
26/06/2013 10:21,201303,CARIBBEAN AREA,BARBADOS,GLASGOW,BRIDGETOWN,702,0,702,1273,0,1273,-44.854674,March,2013
26/06/2013 10:21,201303,CANADA,CANADA,GLASGOW,TORONTO,1963,1963,0,2429,2429,0,-19.18484973,March,2013
26/06/2013 10:21,201303,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),0,0,0,1410,1410,0,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,CYPRUS,GLASGOW,LARNACA,0,0,0,236,0,236,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,1372,0,1372,1800,0,1800,-23.77777778,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,649,649,0,1269,1269,0,-48.85736801,March,2013
26/06/2013 10:21,201303,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),3473,0,3473,5848,0,5848,-40.6121751,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,FRANCE,GLASGOW,CHAMBERY,2153,0,2153,2061,0,2061,4.463852499,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),11384,11094,290,9801,9801,0,16.15141312,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD),6095,6095,0,6300,6300,0,-3.253968254,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,GERMANY,GLASGOW,DUSSELDORF,11,0,11,0,0,0,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,GERMANY,GLASGOW,FRANKFURT MAIN,0,0,0,355,355,0,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,3725,3725,0,2778,2778,0,34.08927286,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,2079,2079,0,2028,2028,0,2.514792899,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,733,733,0,514,514,0,42.60700389,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,12157,12085,72,11996,11996,0,1.342114038,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,ITALY,GLASGOW,NAPLES,0,0,0,167,0,167,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,ITALY,GLASGOW,ROME (FIUMICINO),593,593,0,1600,1157,443,-62.9375,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,ITALY,GLASGOW,TRIESTE (RONCHI DEI LEGIONARI),0,0,0,240,0,240,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,ITALY,GLASGOW,TURIN,3986,0,3986,1737,0,1737,129.4761082,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,MALTA,GLASGOW,MALTA,79,0,79,0,0,0,0,March,2013
26/06/2013 10:21,201303,CENTRAL AMERICA,MEXICO,GLASGOW,CANCUN,0,0,0,326,0,326,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,28710,28710,0,32161,32161,0,-10.73038774,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,136,136,0,333,333,0,-59.15915916,March,2013
26/06/2013 10:21,201303,EASTERN EUROPE-EU,POLAND,GLASGOW,GDANSK,1812,1812,0,0,0,0,0,March,2013
26/06/2013 10:21,201303,EASTERN EUROPE-EU,POLAND,GLASGOW,WARSAW,2324,2324,0,0,0,0,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,3383,3383,0,4466,4244,222,-24.24988804,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1547,0,1547,1729,0,1729,-10.52631579,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-OTHER,REPUBLIC OF SERBIA,GLASGOW,BELGRADE,202,0,202,0,0,0,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,10205,6042,4163,12577,7728,4849,-18.85982349,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN,GLASGOW,BARCELONA,588,588,0,455,455,0,29.23076923,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN,GLASGOW,MADRID,0,0,0,573,573,0,0,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,8760,8191,569,10543,8537,2006,-16.91169496,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,3841,3243,598,1267,934,333,203.1570639,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,10007,4006,6001,7070,227,6843,41.5417256,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,5805,0,5805,5897,0,5897,-1.560115313,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,3871,0,3871,3934,0,3934,-1.601423488,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),20908,6236,14672,21016,4111,16905,-0.513894176,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-OTHER,SWITZERLAND,GLASGOW,GENEVA,3355,3355,0,6227,4507,1720,-46.12172796,March,2013
26/06/2013 10:21,201303,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA,2381,0,2381,1486,0,1486,60.22880215,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,4114,0,4114,3989,0,3989,3.133617448,March,2013
26/06/2013 10:21,201303,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,DALAMAN,256,0,256,515,0,515,-50.29126214,March,2013
26/06/2013 10:21,201303,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,33001,33001,0,23787,23787,0,38.73544373,March,2013
26/06/2013 10:21,201303,UNITED STATES OF AMERICA,USA,GLASGOW,LAS VEGAS,320,0,320,321,0,321,-0.31152648,March,2013
26/06/2013 10:21,201303,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),8024,8024,0,7847,7847,0,2.255639098,March,2013
26/06/2013 10:21,201303,UNITED STATES OF AMERICA,USA,GLASGOW,ORLANDO,1286,1286,0,59,59,0,2079.661017,March,2013
26/06/2013 10:22,201304,CARIBBEAN AREA,BARBADOS,GLASGOW,BRIDGETOWN,246,0,246,474,0,474,-48.10126582,April,2013
26/06/2013 10:22,201304,CANADA,CANADA,GLASGOW,TORONTO,1973,1973,0,3918,3918,0,-49.64267483,April,2013
26/06/2013 10:22,201304,CANADA,CANADA,GLASGOW,VANCOUVER,0,0,0,590,590,0,0,April,2013
26/06/2013 10:22,201304,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),0,0,0,1808,1808,0,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,CYPRUS,GLASGOW,LARNACA,1611,0,1611,1681,0,1681,-4.164187983,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,4713,1258,3455,5984,2386,3598,-21.23997326,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,787,787,0,1251,1251,0,-37.09032774,April,2013
26/06/2013 10:22,201304,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),3585,0,3585,5955,0,5955,-39.79848866,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,FRANCE,GLASGOW,CHAMBERY,209,0,209,231,0,231,-9.523809524,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),11526,11526,0,10458,10458,0,10.21227768,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD),5452,5452,0,6897,6897,0,-20.95113818,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,GERMANY,GLASGOW,DUSSELDORF,1731,1731,0,0,0,0,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,GREECE,GLASGOW,HERAKLION,0,0,0,232,0,232,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,3784,3784,0,2863,2863,0,32.16905344,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,1837,1837,0,2199,2199,0,-16.46202819,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,676,676,0,681,681,0,-0.734214391,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,12038,11551,487,11625,11625,0,3.552688172,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,ITALY,GLASGOW,NAPLES,0,0,0,1093,0,1093,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,ITALY,GLASGOW,ROME (FIUMICINO),2523,2523,0,3360,3360,0,-24.91071429,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,ITALY,GLASGOW,TURIN,207,0,207,677,0,677,-69.4239291,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,MALTA,GLASGOW,MALTA,0,0,0,1793,0,1793,0,April,2013
26/06/2013 10:22,201304,CENTRAL AMERICA,MEXICO,GLASGOW,CANCUN,0,0,0,2081,0,2081,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,34227,34098,129,32267,32267,0,6.074317414,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,158,158,0,349,349,0,-54.7277937,April,2013
26/06/2013 10:22,201304,EASTERN EUROPE-EU,POLAND,GLASGOW,GDANSK,2550,2550,0,0,0,0,0,April,2013
26/06/2013 10:22,201304,EASTERN EUROPE-EU,POLAND,GLASGOW,WARSAW,1950,1950,0,0,0,0,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,6386,6386,0,8211,6859,1352,-22.22628182,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1980,0,1980,2023,0,2023,-2.125556105,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,19571,13867,5704,18763,13187,5576,4.306347599,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN,GLASGOW,BARCELONA,2491,2491,0,3669,3669,0,-32.1068411,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN,GLASGOW,MADRID,0,0,0,864,864,0,0,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,15040,13329,1711,14236,12455,1781,5.647653835,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,12462,8708,3754,13310,8479,4831,-6.371149512,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,7686,2248,5438,8619,1194,7425,-10.82492168,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,4937,0,4937,5129,0,5129,-3.74341977,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,3469,0,3469,3988,0,3988,-13.01404213,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),18861,5537,13324,20798,5214,15584,-9.313395519,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-OTHER,SWITZERLAND,GLASGOW,GENEVA,956,956,0,2432,2200,232,-60.69078947,April,2013
26/06/2013 10:22,201304,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA,4931,0,4931,3575,0,3575,37.93006993,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,7268,0,7268,8034,0,8034,-9.534478467,April,2013
26/06/2013 10:22,201304,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,DALAMAN,3633,0,3633,5094,0,5094,-28.68080094,April,2013
26/06/2013 10:22,201304,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,31952,31952,0,21339,21339,0,49.73522658,April,2013
26/06/2013 10:22,201304,UNITED STATES OF AMERICA,USA,GLASGOW,LAS VEGAS,317,0,317,320,0,320,-0.9375,April,2013
26/06/2013 10:22,201304,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),9049,9049,0,8917,8917,0,1.480318493,April,2013
26/06/2013 10:22,201304,UNITED STATES OF AMERICA,USA,GLASGOW,ORLANDO,4280,4280,0,2656,2656,0,61.14457831,April,2013
26/06/2013 10:22,201304,UNITED STATES OF AMERICA,USA,GLASGOW,SANFORD,1946,0,1946,2608,0,2608,-25.38343558,April,2013
09/08/2013 09:04,201305,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,89,0,89,105,0,105,-15.23809524,May,2013
09/08/2013 09:04,201305,WESTERN EUROPE-EU,BELGIUM,GLASGOW,ANTWERP,43,0,43,0,0,0,0,May,2013
09/08/2013 09:04,201305,WESTERN EUROPE-EU,BELGIUM,GLASGOW,BRUSSELS,48,0,48,0,0,0,0,May,2013
09/08/2013 09:04,201305,EASTERN EUROPE-EU,BULGARIA,GLASGOW,BURGAS,1612,0,1612,1689,0,1689,-4.558910598,May,2013
09/08/2013 09:04,201305,CANADA,CANADA,GLASGOW,CALGARY,174,0,174,2363,2363,0,-92.63647905,May,2013
09/08/2013 09:04,201305,CANADA,CANADA,GLASGOW,TORONTO,8683,8683,0,10767,10767,0,-19.35543791,May,2013
09/08/2013 09:04,201305,CANADA,CANADA,GLASGOW,VANCOUVER,2618,2618,0,3400,3400,0,-23,May,2013
09/08/2013 09:04,201305,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),0,0,0,1707,1707,0,0,May,2013
09/08/2013 09:04,201305,WESTERN EUROPE-EU,CYPRUS,GLASGOW,LARNACA,5104,0,5104,5380,0,5380,-5.130111524,May,2013
09/08/2013 09:04,201305,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,4785,3314,1471,5316,3224,2092,-9.988713318,May,2013
09/08/2013 09:04,201305,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,995,995,0,1581,1581,0,-37.06514864,May,2013
09/08/2013 09:04,201305,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),4850,0,4850,5258,0,5258,-7.759604412,May,2013
