rundate,reporting_period,foreign_region,foreign_country,UK_airport,foreign_airport,this_month_total_pax,this_month_schedueld_pax,this_month_charter_pax,last_month_total_pax,last_month_scheduled_pax,last_month_charter_pax,percent_change,Month,Year
12/12/2013 12:08,201310,WESTERN EUROPE-EU,GREECE,GLASGOW,CORFU,1696,0,1696,4338,0,4338,-60.90364223,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,GREECE,GLASGOW,HERAKLION,5307,1577,3730,5399,1262,4137,-1.704019263,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,GREECE,GLASGOW,KOS,235,0,235,631,0,631,-62.75752773,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,GREECE,GLASGOW,RHODES,2550,0,2550,2639,0,2639,-3.372489579,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,GREECE,GLASGOW,ZAKINTHOS,3656,0,3656,3180,0,3180,14.96855346,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,5008,5008,0,3597,3597,0,39.22713372,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,2143,2106,37,2015,2015,0,6.35235732,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,657,657,0,688,688,0,-4.505813953,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,12521,12521,0,12657,12657,0,-1.074504227,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,SHANNON,749,749,0,0,0,0,0,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,ITALY,GLASGOW,NAPLES,1254,0,1254,1568,0,1568,-20.0255102,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,ITALY,GLASGOW,ROME (FIUMICINO),3229,3229,0,3798,3798,0,-14.98156925,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,ITALY,GLASGOW,VENICE,484,0,484,330,0,330,46.66666667,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,MALTA,GLASGOW,MALTA,1356,0,1356,2247,0,2247,-39.65287049,October,2013
12/12/2013 12:08,201310,CENTRAL AMERICA,MEXICO,GLASGOW,CANCUN,4256,0,4256,4410,0,4410,-3.492063492,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,34768,33801,967,33361,33361,0,4.217499475,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,0,0,0,267,267,0,0,October,2013
12/12/2013 12:08,201310,EASTERN EUROPE-EU,POLAND,GLASGOW,GDANSK,2414,2414,0,0,0,0,0,October,2013
12/12/2013 12:08,201310,EASTERN EUROPE-EU,POLAND,GLASGOW,KRAKOW,428,0,428,0,0,0,0,October,2013
12/12/2013 12:08,201310,EASTERN EUROPE-EU,POLAND,GLASGOW,RZESZOW,69,0,69,0,0,0,0,October,2013
12/12/2013 12:08,201310,EASTERN EUROPE-EU,POLAND,GLASGOW,WARSAW (CHOPIN),2275,2275,0,0,0,0,0,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,11137,8517,2620,11821,7853,3968,-5.786312495,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1647,0,1647,2262,0,2262,-27.18832891,October,2013
12/12/2013 12:08,201310,EASTERN EUROPE -OTHER,RUSSIA,GLASGOW,MOSCOW (SHEREMETYEVO),0,0,0,57,0,57,0,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,23918,15516,8402,23025,15111,7914,3.878393051,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,BARCELONA,4252,3596,656,6256,4328,1928,-32.03324808,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,IBIZA,7585,2024,5561,5245,0,5245,44.61391802,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,MAHON,2647,0,2647,3192,0,3192,-17.07393484,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,15720,13717,2003,15801,13026,2775,-0.512625783,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,MURCIA SAN JAVIER,1731,1731,0,0,0,0,0,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,23898,9957,13941,21847,8128,13719,9.388016661,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN,GLASGOW,REUS,2295,0,2295,3197,0,3197,-28.21395058,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,14172,3701,10471,15005,2885,12120,-5.551482839,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,6368,0,6368,4050,0,4050,57.2345679,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,6215,1489,4726,5698,0,5698,9.073359073,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),25420,7696,17724,28634,5624,23010,-11.22441852,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-OTHER,SWITZERLAND,GLASGOW,GENEVA,34,0,34,0,0,0,0,October,2013
12/12/2013 12:08,201310,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA - HAMMAMET INTL,6667,0,6667,5725,0,5725,16.45414847,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,7945,0,7945,7735,0,7735,2.714932127,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,BODRUM (MILAS),4608,1241,3367,4289,0,4289,7.437631149,October,2013
12/12/2013 12:08,201310,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,DALAMAN,19262,3971,15291,19189,2115,17074,0.380426286,October,2013
12/12/2013 12:08,201310,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,39116,39116,0,29712,29712,0,31.65051158,October,2013
12/12/2013 12:08,201310,UNITED STATES OF AMERICA,USA,GLASGOW,LAS VEGAS,421,0,421,309,0,309,36.24595469,October,2013
12/12/2013 12:08,201310,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),8984,8984,0,7738,7738,0,16.10235203,October,2013
12/12/2013 12:08,201310,UNITED STATES OF AMERICA,USA,GLASGOW,ORLANDO,4830,4830,0,4204,4204,0,14.8905804,October,2013
12/12/2013 12:08,201310,UNITED STATES OF AMERICA,USA,GLASGOW,PHILADELPHIA INTERNATIONAL,4677,4677,0,5376,5376,0,-13.00223214,October,2013
12/12/2013 12:08,201310,UNITED STATES OF AMERICA,USA,GLASGOW,SANFORD,5535,3843,1692,6332,0,6332,-12.58686039,October,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,VIENNA,46,0,46,0,0,0,0,November,2013
20/01/2014 14:40,201311,CARIBBEAN AREA,BARBADOS,GLASGOW,BRIDGETOWN,763,0,763,217,0,217,251.6129032,November,2013
20/01/2014 14:40,201311,CANADA,CANADA,GLASGOW,TORONTO,1736,1736,0,1850,1850,0,-6.162162162,November,2013
20/01/2014 14:40,201311,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),0,0,0,1712,1712,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,CYPRUS,GLASGOW,LARNACA,151,0,151,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,1499,0,1499,2043,0,2043,-26.62750857,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,713,713,0,863,863,0,-17.38122827,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,DENMARK,GLASGOW,ROSKILDE,0,0,0,154,0,154,0,November,2013
20/01/2014 14:40,201311,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),3012,0,3012,3923,0,3923,-23.22202396,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,FRANCE,GLASGOW,MARSEILLE,172,0,172,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),9025,9025,0,8880,8880,0,1.632882883,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD),5747,5747,0,6349,6349,0,-9.481808159,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,GERMANY,GLASGOW,DUSSELDORF,2715,2715,0,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,GERMANY,GLASGOW,MUNICH,80,0,80,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,GREECE,GLASGOW,CORFU,433,0,433,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,4830,4637,193,3599,3599,0,34.20394554,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,1507,1507,0,1742,1742,0,-13.4902411,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,686,686,0,620,620,0,10.64516129,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,10515,10500,15,11666,11546,120,-9.866278073,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,SHANNON,743,743,0,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,ITALY,GLASGOW,MILAN (MALPENSA),240,0,240,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,ITALY,GLASGOW,ROME (FIUMICINO),179,179,0,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,LUXEMBOURG,GLASGOW,LUXEMBOURG,0,0,0,186,0,186,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,MALTA,GLASGOW,MALTA,0,0,0,667,0,667,0,November,2013
20/01/2014 14:40,201311,CENTRAL AMERICA,MEXICO,GLASGOW,CANCUN,0,0,0,554,0,554,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,29711,27468,2243,28990,28990,0,2.487064505,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,KRISTIANSUND (KUERNBERGET),182,0,182,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,0,0,0,238,238,0,0,November,2013
20/01/2014 14:40,201311,EASTERN EUROPE-EU,POLAND,GLASGOW,GDANSK,2484,2484,0,0,0,0,0,November,2013
20/01/2014 14:40,201311,EASTERN EUROPE-EU,POLAND,GLASGOW,WARSAW (CHOPIN),2517,2517,0,0,0,0,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,3263,3263,0,2804,2804,0,16.36947218,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,LISBON,415,0,415,2429,0,2429,-82.91477974,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1589,0,1589,1782,0,1782,-10.8305275,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,13465,9265,4200,12509,7649,4860,7.642497402,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN,GLASGOW,BARCELONA,2867,2867,0,281,0,281,920.2846975,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,6729,6729,0,6790,6790,0,-0.898379971,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,3211,2777,434,2326,2326,0,38.04815133,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN,GLASGOW,ZARAGOZA,0,0,0,318,0,318,0,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,9373,3957,5416,10489,3935,6554,-10.6397178,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,4883,0,4883,4339,0,4339,12.53745103,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,5300,1421,3879,4058,0,4058,30.60620996,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),22046,6494,15552,18346,4670,13676,20.16788401,November,2013
20/01/2014 14:40,201311,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA - HAMMAMET INTL,3615,0,3615,2048,0,2048,76.51367188,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,2424,0,2424,2331,0,2331,3.98970399,November,2013
20/01/2014 14:40,201311,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,DALAMAN,209,0,209,0,0,0,0,November,2013
20/01/2014 14:40,201311,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,34578,34578,0,28041,28041,0,23.31229271,November,2013
20/01/2014 14:40,201311,UNITED STATES OF AMERICA,USA,GLASGOW,LAS VEGAS,0,0,0,309,0,309,0,November,2013
20/01/2014 14:40,201311,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),8271,7823,448,8118,7683,435,1.884700665,November,2013
20/01/2014 14:40,201311,UNITED STATES OF AMERICA,USA,GLASGOW,SANFORD,0,0,0,509,0,509,0,November,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,220,0,220,206,0,206,6.796116505,December,2013
18/02/2014 08:05,201312,CARIBBEAN AREA,BARBADOS,GLASGOW,BRIDGETOWN,980,0,980,453,0,453,116.3355408,December,2013
18/02/2014 08:05,201312,CANADA,CANADA,GLASGOW,TORONTO,1505,1505,0,2216,2216,0,-32.08483755,December,2013
18/02/2014 08:05,201312,ATLANTIC OCEAN ISLANDS,CAPE VERDE ISLANDS,GLASGOW,BOA VISTA (RABIL),0,0,0,1846,1846,0,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,0,0,0,1459,0,1459,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,DENMARK,GLASGOW,COPENHAGEN,762,692,70,389,389,0,95.88688946,December,2013
18/02/2014 08:05,201312,NORTH AFRICA,EGYPT,GLASGOW,SHARM EL SHEIKH (OPHIRA),2957,0,2957,3812,0,3812,-22.42917104,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,FINLAND,GLASGOW,ENONTEKIO,1217,0,1217,1016,0,1016,19.78346457,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,FINLAND,GLASGOW,KITTILA,442,0,442,778,0,778,-43.18766067,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,FINLAND,GLASGOW,ROVANIEMI,460,0,460,922,0,922,-50.10845987,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,FRANCE,GLASGOW,CASTRES,0,0,0,107,0,107,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,FRANCE,GLASGOW,CHAMBERY,219,0,219,234,0,234,-6.41025641,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,FRANCE,GLASGOW,PARIS (CHARLES DE GAULLE),10907,10907,0,10633,10633,0,2.576883288,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,GERMANY,GLASGOW,BERLIN (SCHONEFELD),5798,5798,0,6602,6602,0,-12.17812784,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,GERMANY,GLASGOW,DUSSELDORF,2514,2514,0,0,0,0,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-OTHER,ICELAND,GLASGOW,KEFLAVIK,4098,4098,0,2948,2948,0,39.00949796,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,CORK,1457,1457,0,1742,1742,0,-16.36050517,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DONEGAL,666,666,0,626,626,0,6.389776358,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,DUBLIN,10799,10799,0,10356,10248,108,4.277713403,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,IRISH REPUBLIC,GLASGOW,SHANNON,534,534,0,0,0,0,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,ITALY,GLASGOW,TURIN,209,0,209,232,0,232,-9.913793103,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,AMSTERDAM,27861,27861,0,30245,30245,0,-7.882294594,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,NETHERLANDS,GLASGOW,MAASTRICHT,0,0,0,73,0,73,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-OTHER,NORWAY,GLASGOW,STAVANGER,0,0,0,159,159,0,0,December,2013
18/02/2014 08:05,201312,EASTERN EUROPE-EU,POLAND,GLASGOW,GDANSK,2639,2639,0,0,0,0,0,December,2013
18/02/2014 08:05,201312,EASTERN EUROPE-EU,POLAND,GLASGOW,WARSAW (CHOPIN),2645,2645,0,0,0,0,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,FARO,3047,3047,0,2701,2701,0,12.81007034,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,PORTUGAL(EXCLUDING MADEIRA),GLASGOW,LISBON,0,0,0,230,0,230,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,PORTUGAL(MADEIRA),GLASGOW,FUNCHAL,1801,0,1801,1864,0,1864,-3.379828326,December,2013
18/02/2014 08:05,201312,EASTERN EUROPE -OTHER,RUSSIA,GLASGOW,MOSCOW (SHEREMETYEVO),0,0,0,79,0,79,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN,GLASGOW,ALICANTE,9369,7507,1862,6451,4773,1678,45.23329716,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN,GLASGOW,BARCELONA,3853,3162,691,0,0,0,0,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN,GLASGOW,MALAGA,6020,6020,0,6865,6855,10,-12.30881282,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN,GLASGOW,PALMA DE MALLORCA,1775,1775,0,1724,1724,0,2.958236659,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,ARRECIFE,8975,3617,5358,9159,3319,5840,-2.008952942,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,FUERTEVENTURA,2820,0,2820,4270,0,4270,-33.95784543,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,LAS PALMAS,4595,1349,3246,3865,0,3865,18.88745149,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-EU,SPAIN(CANARY ISLANDS),GLASGOW,TENERIFE (SURREINA SOFIA),20719,6219,14500,16242,4332,11910,27.56433937,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-OTHER,SWITZERLAND,GLASGOW,GENEVA,1864,1864,0,2130,2130,0,-12.48826291,December,2013
18/02/2014 08:05,201312,NORTH AFRICA,TUNISIA,GLASGOW,ENFIDHA - HAMMAMET INTL,1905,0,1905,182,0,182,946.7032967,December,2013
18/02/2014 08:05,201312,WESTERN EUROPE-OTHER,TURKEY,GLASGOW,ANTALYA,835,0,835,474,0,474,76.16033755,December,2013
18/02/2014 08:05,201312,MIDDLE EAST,UNITED ARAB EMIRATES,GLASGOW,DUBAI,35685,35685,0,29438,29438,0,21.22087098,December,2013
18/02/2014 08:05,201312,UNITED STATES OF AMERICA,USA,GLASGOW,NEW YORK (NEWARK),8202,8202,0,7517,7517,0,9.11267793,December,2013
