category,latitude,longitude,datazone,name
Potholes,55.88222,-4.36161,S01010432,Scotstoun South and West - 01
Potholes,55.89463,-4.33506,S01010471,Anniesland West - 02
Pavements/footpaths,55.87141,-4.31881,S01010390,Glasgow Harbour and Partick South - 03
Pavements/footpaths,55.8795,-4.31244,S01010399,Partickhill and Hyndland - 03
Potholes,55.84167,-4.34626,S01009815,Cardonald West and Central - 01
Pavements/footpaths,55.88352,-4.30712,S01010412,Kelvinside and Jordanhill - 05
Potholes,55.84339,-4.22684,S01010046,Dalmarnock - 01
Potholes,55.87006,-4.20064,S01010173,Riddrie and Hogganfield - 02
Pavements/footpaths,55.81801,-4.30108,S01009954,Newlands - 07
Potholes,55.87683,-4.28813,S01010378,Kelvingrove and University - 05
Pavements/footpaths,55.89883,-4.27858,S01010340,Summerston Central and West - 01
Potholes,55.85204,-4.29492,S01009870,Kinning Park and Festival Park - 05
Potholes,55.8442,-4.22677,S01010044,Bridgeton - 03
Pavements/footpaths,55.84363,-4.29877,S01009880,Pollokshields West - 06
Potholes,55.81006,-4.23487,S01009986,Castlemilk - 01
Potholes,55.84278,-4.35902,S01009820,Cardonald West and Central - 06
Pavements/footpaths,55.81777,-4.26222,S01010009,Cathcart - 05
Potholes,55.8287,-4.29592,S01009935,Pollokshaws - 03
Potholes,55.85419,-4.26372,S01010032,Laurieston and Tradeston - 02
Pavements/footpaths,55.91354,-4.38387,S01010502,Drumry West - 03
Potholes,55.8159,-4.30356,S01009946,Carnwadric East - 03
Pavements/footpaths,55.86523,-4.26741,S01010267,City Centre West - 02
Pavements/footpaths,55.8648,-4.26207,S01010275,City Centre South - 04
Pavements/footpaths,55.89648,-4.2059,S01010198,Balornock - 05
Pavements/footpaths,55.89553,-4.20502,S01010198,Balornock - 05
Potholes,55.90067,-4.24408,S01010339,Milton East - 05
Potholes,55.85189,-4.26041,S01010032,Laurieston and Tradeston - 02
Pavements/footpaths,55.82384,-4.27213,S01009899,Battlefield - 01
Pavements/footpaths,55.85014,-4.22547,S01010055,Parkhead West and Barrowfield - 07
Potholes,55.91076,-4.37682,S01010499,Drumry East - 04
Potholes,55.85205,-4.29492,S01009870,Kinning Park and Festival Park - 05
Pavements/footpaths,55.88044,-4.31699,S01010416,Broomhill - 02
Potholes,55.86959,-4.26108,S01010270,City Centre West - 05
Potholes,55.88038,-4.35211,S01010429,Scotstoun North and East - 03
Pavements/footpaths,55.80528,-4.35276,S01009766,Darnley North - 03
Potholes,55.82696,-4.2832,S01009926,Shawlands East - 04
Potholes,55.85316,-4.27759,S01009867,Kinning Park and Festival Park - 02
Pavements/footpaths,55.83261,-4.14942,S01010075,Carmyle and Mount Vernon South - 02
Potholes,55.85455,-4.32985,S01009848,Craigton - 01
Pavements/footpaths,55.84347,-4.34324,S01009807,Cardonald South and East - 02
Potholes,55.87158,-4.30588,S01010396,Partick - 04
Potholes,55.82242,-4.23452,S01010001,Kingspark North - 03
Pavements/footpaths,55.87623,-4.28201,S01010371,North Kelvin - 03
Potholes,55.89797,-4.34542,S01010480,Blairdardie East - 03
Potholes,55.92649,-4.28691,S01010345,Summerston Central and West - 06
Potholes,55.89504,-4.32721,S01010475,Anniesland West - 06
Pavements/footpaths,55.89511,-4.32768,S01010475,Anniesland West - 06
Pavements/footpaths,55.8651,-4.24582,S01010259,City Centre East - 01
Potholes,55.83216,-4.27776,S01009909,Strathbungo - 05
Potholes,55.86377,-4.23735,S01010262,City Centre East - 04
Potholes,55.81231,-4.30862,S01009945,Carnwadric East - 02
Potholes,55.92063,-4.28793,S01010345,Summerston Central and West - 06
Potholes,55.87894,-4.31044,S01010399,Partickhill and Hyndland - 03
Potholes,55.8662,-4.11367,S01010112,Central Easterhouse - 03
Potholes,55.87983,-4.2585,S01010310,Keppochhill - 02
Potholes,55.84474,-4.34397,S01009806,Cardonald South and East - 01
Potholes,55.8444,-4.35241,S01009819,Cardonald West and Central - 05
Potholes,55.81905,-4.29652,S01009934,Pollokshaws - 02
Potholes,55.8162,-4.28893,S01009953,Newlands - 06
Potholes,55.8842,-4.22977,S01010212,Springburn - 04
Pavements/footpaths,55.89389,-4.18555,S01010193,Robroyston and Millerston - 08
Potholes,55.81256,-4.27855,S01009959,Muirend and Old Cathcart - 01
Potholes,55.87781,-4.32265,S01010418,Broomhill - 04
Potholes,55.84702,-4.32815,S01009852,Mosspark - 01
Potholes,55.87853,-4.30793,S01010402,Partickhill and Hyndland - 06
Pavements/footpaths,55.87577,-4.29108,S01010379,Kelvingrove and University - 06
Pavements/footpaths,55.80656,-4.35435,S01009766,Darnley North - 03
Potholes,55.78401,-4.23595,S01009969,Carmunnock South - 01
Potholes,55.89885,-4.30237,S01010347,Summerston North - 02
Potholes,55.89831,-4.30104,S01010346,Summerston North - 01
Pavements/footpaths,55.87255,-4.14009,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Potholes,55.84528,-4.30972,S01009874,Kingston West and Dumbreck - 04
Potholes,55.89654,-4.23148,S01010214,Springburn East and Cowlairs - 01
Pavements/footpaths,55.85235,-4.17712,S01010147,Old Shettleston and Parkhead North - 01
Potholes,55.84825,-4.33257,S01009850,Craigton - 03
Potholes,55.80694,-4.35666,S01009769,Darnley West - 02
Potholes,55.83314,-4.27655,S01009921,Shawlands West - 03
Pavements/footpaths,55.84118,-4.28425,S01009877,Pollokshields West - 03
Potholes,55.87642,-4.29792,S01010406,Dowanhill - 04
Potholes,55.84297,-4.12464,S01010083,Baillieston West - 01
Pavements/footpaths,55.87337,-4.2824,S01010376,Kelvingrove and University - 03
Potholes,55.86663,-4.28889,S01010287,Finnieston and Kelvinhaugh - 06
Pavements/footpaths,55.84019,-4.25759,S01010033,Laurieston and Tradeston - 03
Potholes,55.82303,-4.35621,S01009797,Pollok South and West - 06
Pavements/footpaths,55.81556,-4.27771,S01009961,Muirend and Old Cathcart - 03
Potholes,55.85702,-4.21779,S01010255,Gallowgate North and Bellgrove - 02
Potholes,55.90853,-4.38603,S01010500,Drumry West - 01
Potholes,55.84284,-4.35915,S01009820,Cardonald West and Central - 06
Potholes,55.88512,-4.29035,S01010322,Ruchill - 08
Potholes,55.88959,-4.32368,S01010469,Anniesland East - 05
Potholes,55.84282,-4.35906,S01009820,Cardonald West and Central - 06
Potholes,55.86586,-4.11382,S01010112,Central Easterhouse - 03
Potholes,55.86606,-4.10639,S01010107,Easterhouse East - 03
Potholes,55.85246,-4.27734,S01009867,Kinning Park and Festival Park - 02
Potholes,55.80143,-4.32829,S01009760,Darnley East - 03
Potholes,55.85108,-4.11421,S01010094,Garrowhill West - 01
Potholes,55.80557,-4.21445,S01009984,Glenwood North - 05
Potholes,55.82269,-4.28657,S01009952,Newlands - 05
Pavements/footpaths,55.85036,-4.35499,S01009831,Hillington - 03
Potholes,55.82522,-4.26933,S01009901,Battlefield - 03
Potholes,55.87446,-4.32788,S01010421,Victoria Park - 02
Potholes,55.82976,-4.28927,S01009918,Maxwell Park - 07
Potholes,55.8778,-4.28925,S01010371,North Kelvin - 03
Potholes,55.85858,-4.25951,S01010274,City Centre South - 03
Potholes,55.85818,-4.25475,S01010274,City Centre South - 03
Potholes,55.83844,-4.26941,S01009882,Pollokshields East - 02
Potholes,55.85253,-4.17712,S01010147,Old Shettleston and Parkhead North - 01
Pavements/footpaths,55.86742,-4.28664,S01010384,Hillhead - 04
Potholes,55.86307,-4.2561,S01010275,City Centre South - 04
Potholes,55.84009,-4.30233,S01009913,Maxwell Park - 02
Potholes,55.83296,-4.17323,S01010071,Shettleston South - 03
Potholes,55.8672,-4.23597,S01010262,City Centre East - 04
Pavements/footpaths,55.87479,-4.13522,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Potholes,55.8669,-4.17364,S01010163,"Cranhill, Lightburn and Queenslie South - 08"
Pavements/footpaths,55.86405,-4.26751,S01010267,City Centre West - 02
Potholes,55.88418,-4.32557,S01010411,Kelvinside and Jordanhill - 04
Pavements/footpaths,55.83975,-4.26122,S01009892,Govanhill West - 06
Potholes,55.82718,-4.25823,S01010014,Mount Florida - 04
Potholes,55.88959,-4.38164,S01010440,Yoker South - 04
Potholes,55.79603,-4.2486,S01009972,Carmunnock South - 04
Pavements/footpaths,55.88112,-4.28366,S01010317,Ruchill - 03
Potholes,55.87901,-4.27327,S01010305,Firhill - 05
Potholes,55.88393,-4.30212,S01010365,Kelvindale - 03
Potholes,55.79607,-4.24861,S01009972,Carmunnock South - 04
Potholes,55.86657,-4.27154,S01010289,Woodlands - 01
Potholes,55.85255,-4.10427,S01010089,Baillieston East - 02
Potholes,55.83851,-4.35769,S01009802,Pollok North and East - 04
Potholes,55.86935,-4.26983,S01010295,Woodlands - 07
Potholes,55.81464,-4.36369,S01009779,Nitshill - 05
Potholes,55.85873,-4.26123,S01010273,City Centre South - 02
Potholes,55.88561,-4.35076,S01010463,Knightswood Park East - 04
Potholes,55.84973,-4.3106,S01009873,Kingston West and Dumbreck - 03
Potholes,55.87584,-4.27304,S01010306,Firhill - 06
Potholes,55.82932,-4.33981,S01009789,Crookston North - 02
Potholes,55.82798,-4.34024,S01009789,Crookston North - 02
Pavements/footpaths,55.87451,-4.13509,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Potholes,55.87584,-4.32273,S01010394,Partick - 02
Potholes,55.84776,-4.18579,S01010059,Parkhead East and Braidfauld North - 04
Potholes,55.84915,-4.1886,S01010060,Parkhead East and Braidfauld North - 05
Potholes,55.81314,-4.32573,S01009940,Carnwadric West - 02
Pavements/footpaths,55.87932,-4.29445,S01010405,Dowanhill - 03
Potholes,55.88273,-4.23314,S01010218,Springburn East and Cowlairs - 05
Potholes,55.87695,-4.23184,S01010225,Sighthill - 01
Potholes,55.87402,-4.23271,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.87513,-4.23236,S01010222,Cowlairs and Port Dundas - 04
Potholes,55.86928,-4.23489,S01010261,City Centre East - 03
Potholes,55.84244,-4.35625,S01009820,Cardonald West and Central - 06
Potholes,55.8333,-4.27684,S01009921,Shawlands West - 03
Pavements/footpaths,55.8434,-4.36539,S01009818,Cardonald West and Central - 04
Pavements/footpaths,55.9001,-4.30056,S01010346,Summerston North - 01
Potholes,55.89664,-4.37857,S01010446,Yoker North - 04
Potholes,55.89346,-4.17669,S01010188,Robroyston and Millerston - 03
Potholes,55.85513,-4.29619,S01009862,Ibrox East and Cessnock - 01
Potholes,55.80321,-4.34722,S01009770,Darnley West - 03
Potholes,55.85496,-4.31814,S01009843,Govan and Linthouse - 03
Potholes,55.87494,-4.29534,S01010407,Dowanhill - 05
Pavements/footpaths,55.86397,-4.33411,S01009838,Drumoyne and Shieldhall - 06
Pavements/footpaths,55.89004,-4.32345,S01010469,Anniesland East - 05
Potholes,55.7961,-4.24875,S01009972,Carmunnock South - 04
Potholes,55.83018,-4.34776,S01009791,Crookston North - 04
Potholes,55.80087,-4.32472,S01009760,Darnley East - 03
Pavements/footpaths,55.90815,-4.35715,S01010488,Drumchapel South - 01
Pavements/footpaths,55.89381,-4.34852,S01010461,Knightswood Park East - 02
Potholes,55.83245,-4.27779,S01009921,Shawlands West - 03
Potholes,55.84752,-4.32767,S01009850,Craigton - 03
Pavements/footpaths,55.83293,-4.2577,S01009903,Battlefield - 05
Potholes,55.86477,-4.17395,S01010157,"Cranhill, Lightburn and Queenslie South - 02"
Potholes,55.84595,-4.28819,S01009871,Kingston West and Dumbreck - 01
Potholes,55.85865,-4.33946,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.86921,-4.20912,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Pavements/footpaths,55.87538,-4.16163,S01010169,Craigend and Ruchazie - 05
Potholes,55.81399,-4.30299,S01009947,Carnwadric East - 04
Pavements/footpaths,55.86463,-4.266,S01010267,City Centre West - 02
Potholes,55.90758,-4.38141,S01010503,Drumry West - 04
Potholes,55.8474,-4.30539,S01009873,Kingston West and Dumbreck - 03
Potholes,55.80568,-4.2145,S01009984,Glenwood North - 05
Potholes,55.80433,-4.22286,S01009981,Glenwood North - 02
Potholes,55.90757,-4.38255,S01010503,Drumry West - 04
Potholes,55.90835,-4.38438,S01010503,Drumry West - 04
Potholes,55.86372,-4.23754,S01010259,City Centre East - 01
Potholes,55.88477,-4.30504,S01010365,Kelvindale - 03
Potholes,55.90399,-4.33716,S01010483,Blairdardie East - 06
Potholes,55.82235,-4.34697,S01009775,Nitshill - 01
Potholes,55.82213,-4.34661,S01009775,Nitshill - 01
Potholes,55.84609,-4.32812,S01009856,Mosspark - 05
Potholes,55.87582,-4.32687,S01010418,Broomhill - 04
Potholes,55.89336,-4.36999,S01010448,Knightswood West - 02
Potholes,55.90772,-4.38583,S01010500,Drumry West - 01
Potholes,55.83078,-4.2562,S01009902,Battlefield - 04
Potholes,55.85662,-4.34003,S01009836,Drumoyne and Shieldhall - 04
Potholes,55.80803,-4.32421,S01009940,Carnwadric West - 02
Potholes,55.8223,-4.34699,S01009775,Nitshill - 01
Potholes,55.84852,-4.31956,S01009851,Craigton - 04
Potholes,55.8477,-4.22738,S01010044,Bridgeton - 03
Potholes,55.80823,-4.21474,S01009983,Glenwood North - 04
Potholes,55.81339,-4.27269,S01009961,Muirend and Old Cathcart - 03
Potholes,55.85543,-4.13098,S01010124,Barlanark - 02
Potholes,55.86004,-4.33458,S01009837,Drumoyne and Shieldhall - 05
Pavements/footpaths,55.91014,-4.37364,S01010499,Drumry East - 04
Potholes,55.8624,-4.27903,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.84809,-4.26131,S01010032,Laurieston and Tradeston - 02
Potholes,55.82437,-4.26632,S01009900,Battlefield - 02
Potholes,55.85006,-4.31117,S01009864,Ibrox East and Cessnock - 03
Potholes,55.90143,-4.23802,S01010339,Milton East - 05
Potholes,55.87016,-4.20939,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87716,-4.2239,S01010225,Sighthill - 01
Potholes,55.8724,-4.21514,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87187,-4.21439,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.84514,-4.2548,S01010033,Laurieston and Tradeston - 03
Potholes,55.84529,-4.25366,S01010030,Gorbals and Hutchesontown - 08
Potholes,55.8719,-4.21445,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.87123,-4.15948,S01010169,Craigend and Ruchazie - 05
Pavements/footpaths,55.87624,-4.2975,S01010406,Dowanhill - 04
Potholes,55.84719,-4.25427,S01010033,Laurieston and Tradeston - 03
Pavements/footpaths,55.89435,-4.3489,S01010461,Knightswood Park East - 02
Pavements/footpaths,55.84404,-4.11961,S01010084,Baillieston West - 02
Potholes,55.83899,-4.16533,S01010069,Shettleston South - 01
Potholes,55.84061,-4.16759,S01010061,Braidfauld - 01
Potholes,55.84772,-4.22736,S01010044,Bridgeton - 03
Potholes,55.8074,-4.23528,S01009980,Glenwood North - 01
Pavements/footpaths,55.83293,-4.2577,S01009903,Battlefield - 05
Pavements/footpaths,55.8426,-4.26242,S01010033,Laurieston and Tradeston - 03
Potholes,55.81319,-4.24559,S01009993,Kingspark South - 01
Potholes,55.885,-4.28191,S01010319,Ruchill - 05
Potholes,55.84586,-4.29516,S01009880,Pollokshields West - 06
Potholes,55.87868,-4.30097,S01010404,Dowanhill - 02
Pavements/footpaths,55.89725,-4.31957,S01010466,Anniesland East - 02
Potholes,55.82782,-4.26373,S01009904,Battlefield - 06
Potholes,55.82046,-4.36753,S01009797,Pollok South and West - 06
Potholes,55.80968,-4.32638,S01009940,Carnwadric West - 02
Potholes,55.88534,-4.34873,S01010409,Kelvinside and Jordanhill - 02
Potholes,55.86142,-4.12695,S01010121,North Barlanark and Easterhouse South - 04
Pavements/footpaths,55.89241,-4.32272,S01010469,Anniesland East - 05
Pavements/footpaths,55.88255,-4.28142,S01010317,Ruchill - 03
Potholes,55.87777,-4.32275,S01010418,Broomhill - 04
Pavements/footpaths,55.8944,-4.34211,S01010477,Anniesland West - 08
Potholes,55.88995,-4.32351,S01010469,Anniesland East - 05
Potholes,55.86677,-4.27233,S01010289,Woodlands - 01
Potholes,55.89038,-4.19012,S01010192,Robroyston and Millerston - 07
Potholes,55.81109,-4.24469,S01009989,Castlemilk - 04
Potholes,55.80811,-4.2435,S01009987,Castlemilk - 02
Potholes,55.7928,-4.23815,S01009972,Carmunnock South - 04
Potholes,55.81265,-4.32536,S01009940,Carnwadric West - 02
Pavements/footpaths,55.83382,-4.27506,S01009921,Shawlands West - 03
Pavements/footpaths,55.83098,-4.28955,S01009917,Maxwell Park - 06
Potholes,55.80517,-4.37033,S01009767,Darnley North - 04
Potholes,55.86212,-4.33677,S01009833,Drumoyne and Shieldhall - 01
Pavements/footpaths,55.88779,-4.34448,S01010463,Knightswood Park East - 04
Potholes,55.86899,-4.26559,S01010297,Woodside - 01
Pavements/footpaths,55.87715,-4.30663,S01010402,Partickhill and Hyndland - 06
Pavements/footpaths,55.85331,-4.28124,S01009867,Kinning Park and Festival Park - 02
Potholes,55.86531,-4.25385,S01010275,City Centre South - 04
Potholes,55.86019,-4.26938,S01010272,City Centre South - 01
Pavements/footpaths,55.81204,-4.3428,S01009783,Nitshill - 09
Pavements/footpaths,55.90442,-4.36283,S01010485,Blairdardie West - 01
Pavements/footpaths,55.9036,-4.34268,S01010478,Blairdardie East - 01
Potholes,55.9041,-4.33795,S01010483,Blairdardie East - 06
Potholes,55.86883,-4.26582,S01010297,Woodside - 01
Potholes,55.85278,-4.10962,S01010093,Baillieston East - 06
Potholes,55.84581,-4.27409,S01009875,Pollokshields West - 01
Potholes,55.87242,-4.33754,S01010424,Whiteinch - 02
Pavements/footpaths,55.90541,-4.35244,S01010487,Blairdardie West - 03
Potholes,55.8488,-4.27554,S01010032,Laurieston and Tradeston - 02
Pavements/footpaths,55.84429,-4.26181,S01010033,Laurieston and Tradeston - 03
Pavements/footpaths,55.86876,-4.2887,S01010384,Hillhead - 04
Potholes,55.80694,-4.35721,S01009769,Darnley West - 02
Pavements/footpaths,55.86596,-4.27599,S01010280,Anderston - 05
Potholes,55.86403,-4.32616,S01009846,Govan and Linthouse - 06
Potholes,55.83297,-4.35638,S01009805,Pollok North and East - 07
Potholes,55.85096,-4.36158,S01009832,Hillington - 04
Potholes,55.88267,-4.21079,S01010207,Petershill - 05
Potholes,55.85846,-4.18319,S01010150,Old Shettleston and Parkhead North - 04
Potholes,55.83164,-4.25598,S01009904,Battlefield - 06
Potholes,55.88037,-4.28473,S01010370,North Kelvin - 02
Potholes,55.87727,-4.30246,S01010401,Partickhill and Hyndland - 05
Pavements/footpaths,55.8242,-4.2962,S01009935,Pollokshaws - 03
Potholes,55.84081,-4.24792,S01010029,Gorbals and Hutchesontown - 07
Potholes,55.86405,-4.27052,S01010267,City Centre West - 02
Pavements/footpaths,55.83134,-4.27874,S01009909,Strathbungo - 05
Potholes,55.81918,-4.26256,S01010009,Cathcart - 05
Potholes,55.81833,-4.26193,S01010009,Cathcart - 05
Pavements/footpaths,55.86926,-4.27626,S01010290,Woodlands - 02
Potholes,55.87205,-4.21468,S01010229,"Roystonhill, Blochairn, and Provanmill - 02"
Potholes,55.85231,-4.2649,S01010032,Laurieston and Tradeston - 02
Pavements/footpaths,55.84246,-4.2738,S01009881,Pollokshields East - 01
Potholes,55.83859,-4.27505,S01009885,Pollokshields East - 05
Potholes,55.82757,-4.16671,S01010071,Shettleston South - 03
Pavements/footpaths,55.87943,-4.31533,S01010398,Partickhill and Hyndland - 02
Potholes,55.79236,-4.23771,S01009969,Carmunnock South - 01
Potholes,55.88419,-4.20111,S01010185,Blackhill and Barmulloch East - 07
Pavements/footpaths,55.85169,-4.32649,S01009848,Craigton - 01
Potholes,55.84702,-4.32815,S01009852,Mosspark - 01
Potholes,55.86558,-4.25381,S01010275,City Centre South - 04
Potholes,55.859,-4.18627,S01010148,Old Shettleston and Parkhead North - 02
Potholes,55.85254,-4.10427,S01010089,Baillieston East - 02
Potholes,55.88059,-4.24352,S01010224,Cowlairs and Port Dundas - 06
Potholes,55.87124,-4.18739,S01010173,Riddrie and Hogganfield - 02
Pavements/footpaths,55.87956,-4.16252,S01010117,"Garthamlock, Auchinlea and Gartloch - 05"
Pavements/footpaths,55.86295,-4.28623,S01010283,Finnieston and Kelvinhaugh - 02
Potholes,55.85322,-4.28986,S01009870,Kinning Park and Festival Park - 05
Potholes,55.85318,-4.29409,S01009870,Kinning Park and Festival Park - 05
Pavements/footpaths,55.88446,-4.28095,S01010319,Ruchill - 05
Potholes,55.86105,-4.25855,S01010275,City Centre South - 04
Potholes,55.86442,-4.33485,S01009838,Drumoyne and Shieldhall - 06
Potholes,55.89676,-4.20521,S01010197,Balornock - 04
Potholes,55.82616,-4.27099,S01009929,Langside - 03
